     Datum; ;        Gewinnzahlen;ZZ;S;Spiel77;Super6;  Spieleinsatz;Anz. Kl. 1;  Quote Kl. 1;Anz. Kl. 2;  Quote Kl. 2;Anz. Kl. 3;  Quote Kl. 3;Anz. Kl. 4;  Quote Kl. 4;Anz. Kl. 5;  Quote Kl. 5;Anz. Kl. 6;  Quote Kl. 6;Anz. Kl. 7;  Quote Kl. 7;Anz. Kl. 8;  Quote Kl. 8;Anz. Kl. 9;  Quote Kl. 9
14.02.2018; ;22;16;20;23;24; 6;--;--;6;8780260;794697; 21.109.867,00;   Jackpot; 1.351.031,40;   Jackpot;   765.388,70;        36;    10.630,30;       266;     4.316,10;     2.308;       165,80;    16.957;        45,10;    39.381;        19,40;   307.011;        11,20;   310.003;         5,00
17.02.2018; ;27;15;42;37;18;26;--;--;2;5559018;829588; 44.791.205,00;   Jackpot; 4.217.668,50;   Jackpot; 2.459.693,20;        44;    19.253,40;       482;     5.272,70;     3.123;       271,20;    31.833;        53,20;    64.345;        26,30;   648.143;        11,70;   517.184;         5,00
21.02.2018; ;29;47; 6; 8;40; 3;--;--;7;7401206;905818; 22.144.048,00;   Jackpot; 5.634.887,50;         2; 1.626.262,50;        37;    10.713,90;       280;     4.247,30;     2.239;       177,00;    17.277;        45,80;    42.896;        18,40;   327.042;        10,90;   345.297;         5,00
24.02.2018; ;27;33;41;18;44;47;--;--;6;7928405;995325; 45.456.075,00;         1; 8.544.076,30;         1; 1.660.619,80;       123;     6.750,40;       940;     2.649,90;     5.320;       156,00;    45.181;        36,70;    90.250;        18,40;   756.674;         9,80;   642.530;         5,00
28.02.2018; ; 6;15;32;43;47;36;--;--;6;8417997;009929; 20.898.836,00;         1; 1.337.525,50;         1;   773.110,70;        29;    13.329,40;       230;     5.042,00;     1.932;       200,00;    13.605;        56,80;    34.396;        22,40;   268.420;        12,90;   276.157;         5,00
03.03.2018; ; 5;37;28;44;24;40;--;--;8;2090668;547131; 44.685.926,00;   Jackpot; 2.859.899,20;         6;   274.750,30;        87;     9.474,10;       785;     3.150,00;     4.531;       181,90;    36.791;        44,80;    77.886;        21,10;   652.924;        11,30;   599.608;         5,00
07.03.2018; ; 5;30;28;35;24;42;--;--;1;8046998;735161; 21.621.589,00;   Jackpot; 4.243.680,80;   Jackpot;   824.961,20;        27;    15.277,00;       287;     4.311,60;     1.443;       285,80;    15.184;        54,30;    29.435;        28,00;   308.687;        12,00;   235.480;         5,00
10.03.2018; ;40;34; 8;49;35;19;--;--;8;3230210;750910; 45.519.638,00;   Jackpot; 7.156.937,60;         1; 2.501.305,90;        74;    11.326,60;       515;     4.882,50;     3.910;       214,30;    31.396;        53,30;    77.066;        21,70;   641.541;        11,70;   616.623;         5,00
14.03.2018; ;18;48;13;38;30;45;--;--;7;9777650;399230; 22.431.225,00;   Jackpot; 8.592.536,00;         1;   810.654,90;        42;     9.650,60;       387;     3.142,00;     2.423;       167,20;    18.530;        43,70;    44.209;        18,30;   338.744;        10,70;   334.693;         5,00
17.03.2018; ; 7;29; 1;22;17;46;--;--;7;1035933;765159; 46.548.041,00;   Jackpot;11.571.610,60;         4;   412.480,50;       111;     7.432,00;       873;     2.834,90;     6.033;       136,70;    42.666;        38,60;   108.736;        15,10;   764.599;         9,70;   759.145;         5,00
21.03.2018; ;38;48;26;29;20;43;--;--;0;3040682;035937; 23.909.513,00;         1;14.033.931,60;        --;           --;        26;    17.925,20;       285;     4.905,80;     1.430;       325,90;    16.681;        55,80;    28.230;        33,00;   339.208;        12,30;   220.685;         5,00
24.03.2018; ;16;27;34; 3;42;45;--;--;1;8041248;168173; 44.248.614,00;   Jackpot; 2.831.911,20;         3;   563.506,30;        63;    13.416,80;       686;     3.696,40;     3.147;       268,50;    34.252;        49,30;    60.187;        28,00;   643.164;        11,80;   477.441;         5,00
28.03.2018; ; 1;47;31;38;23;25;--;--;7;8532336;842563; 21.535.631,00;         2; 2.490.205,50;        --;           --;        26;    14.811,90;       298;     3.876,90;     2.027;       189,90;    16.145;        47,70;    42.265;        18,20;   325.286;        10,60;   337.468;         5,00
31.03.2018; ;15; 8; 1;46;12;48;--;--;5;8971378;638448; 46.187.773,00;   Jackpot; 2.956.017,40;         2;   849.924,40;        63;    13.490,80;       555;     4.594,10;     3.738;       227,30;    30.619;        55,50;    76.724;        22,10;   613.455;        12,40;   627.876;         5,00
04.04.2018; ;33;46;13;30;28;23;--;--;7;8909487;031983; 20.916.165,00;   Jackpot; 4.294.651,90;         1;   755.815,70;        41;     9.217,20;       365;     3.106,00;     2.529;       149,40;    19.093;        39,50;    43.060;        17,50;   324.945;        10,40;   312.258;         5,00
07.04.2018; ;12;27;47;19;34;15;--;--;8;3078036;357581; 44.382.918,00;         1; 7.135.158,60;         1; 1.619.838,20;        57;    14.209,10;       564;     4.308,00;     3.942;       205,40;    32.684;        49,50;    79.698;        20,30;   663.318;        10,90;   630.514;         5,00
11.04.2018; ;44;20;25;27;48; 9;--;--;5;2675233;188201; 20.413.264,00;         1; 2.047.239,70;        --;           --;        53;     6.988,50;       263;     4.225,00;     1.985;       186,50;    15.677;        47,20;    38.297;        19,30;   308.971;        10,70;   298.455;         5,00
14.04.2018; ;42; 4;34;33;47; 9;--;--;6;0034422;646783; 43.753.628,00;   Jackpot; 2.800.232,10;         4;   397.460,20;        60;    13.248,60;       507;     4.703,60;     3.773;       210,60;    31.152;        51,00;    78.956;        20,10;   651.697;        10,90;   635.634;         5,00
18.04.2018; ;35;37; 7;10; 2; 4;--;--;8;5534136;187430; 20.770.905,00;   Jackpot; 4.129.570,00;         1;   755.525,40;        52;     7.264,60;       299;     3.790,20;     2.247;       168,10;    20.205;        37,30;    40.120;        18,80;   373.098;         9,10;   300.172;         5,00
21.04.2018; ;38;29;12;19;23;15;--;--;5;9296608;197674; 43.507.206,00;   Jackpot; 6.914.031,10;         2;   785.961,00;        79;     9.948,80;       600;     3.929,80;     4.545;       172,90;    33.382;        47,00;    85.176;        18,40;   666.261;        10,60;   649.984;         5,00
25.04.2018; ;17; 6;11;10;25; 4;--;--;6;1504324;176349; 21.638.022,00;         1; 8.298.864,50;         6;   124.685,50;       112;     3.339,70;       874;     1.283,90;     4.502;        83,00;    34.502;        21,60;    63.031;        11,80;   495.163;         6,70;   390.609;         5,00
28.04.2018; ;11;48; 2;33;47; 9;--;--;4;1734184;683810; 42.980.378,00;   Jackpot; 2.750.744,10;         5;   316.346,90;        84;     9.415,00;       656;     3.616,70;     4.069;       194,30;    39.915;        39,60;    78.512;        20,10;   766.277;         9,20;   584.419;         5,00
02.05.2018; ;42; 3; 5;44;19;12;--;--;7;9729186;985968; 20.417.542,00;   Jackpot; 4.057.466,70;         3;   237.287,20;        62;     5.740,80;       398;     2.682,80;     2.962;       120,10;    21.030;        33,80;    50.143;        14,10;   372.505;         8,50;   356.686;         5,00
05.05.2018; ; 5;34;49; 1;17;31;--;--;7;8340838;995548; 43.951.479,00;   Jackpot; 6.870.361,30;         5;   308.762,10;       118;     6.541,50;     1.003;     2.308,70;     6.386;       120,80;    47.599;        32,40;   105.876;        14,50;   777.250;         8,90;   744.947;         5,00
09.05.2018; ;31;37;43;25; 3; 9;--;--;5;5580233;036979; 22.330.221,00;         1; 8.299.495,40;         8;    99.595,40;       120;     3.319,80;       851;     1.404,40;     3.574;       111,40;    28.043;        28,40;    51.302;        15,50;   406.404;         8,80;   353.668;         5,00
12.05.2018; ;27;23;38;36;42;29;--;--;0;7848612;842177; 42.450.095,00;   Jackpot; 2.716.806,00;         2;   831.457,30;        48;    17.322,00;       533;     4.679,80;     2.471;       336,40;    31.207;        53,20;    47.680;        34,80;   593.311;        12,60;   375.819;         5,00
16.05.2018; ;13;19;12; 2;46;34;--;--;9;7392559;086995; 20.606.169,00;   Jackpot; 4.035.600,80;   Jackpot;   764.248,90;        23;    16.614,10;       273;     4.199,10;     1.871;       204,20;    17.343;        44,00;    35.302;        21,60;   334.132;        10,20;   268.360;         5,00
19.05.2018; ;41;27;44; 3;49; 4;--;--;2;9406893;709460; 43.805.912,00;   Jackpot; 6.839.179,10;   Jackpot; 2.406.220,10;        45;    18.244,10;       532;     4.629,60;     3.217;       255,20;    33.090;        49,60;    66.985;        24,50;   689.071;        10,70;   535.933;         5,00
23.05.2018; ;29;45;16; 7;47;36;--;--;6;2556316;482810; 20.891.560,00;         1;11.352.207,50;        --;           --;        33;    11.662,80;       268;     4.308,20;     1.772;       217,10;    13.665;        56,30;    34.248;        22,40;   271.275;        12,70;   282.247;         5,00
26.05.2018; ;48;27;24;16;47;10;--;--;6;0760671;080563; 42.978.956,00;   Jackpot; 2.750.653,10;         1; 1.557.010,90;        56;    13.901,80;       482;     4.845,40;     4.018;       193,70;    33.483;        46,50;    82.989;        18,70;   683.851;        10,20;   633.743;         5,00
30.05.2018; ;29;15;35;23;38;48;--;--;2;3288763;923110; 20.820.659,00;   Jackpot; 4.083.175,20;         1;   803.198,20;        28;    14.342,80;       290;     4.154,40;     1.323;       303,50;    15.227;        52,70;    25.688;        31,20;   277.866;        13,00;   209.165;         5,00
02.06.2018; ;24;30; 1;19;31;10;--;--;7;0495582;002852; 43.497.175,00;         2; 3.433.497,20;         1; 1.518.784,80;       133;     5.709,70;     1.015;     2.244,50;     6.898;       110,00;    51.358;        29,50;   114.601;        13,20;   854.038;         8,00;   755.384;         5,00
06.06.2018; ;18;13; 3;15; 8;42;--;--;6;6540641;923187; 19.917.027,00;   Jackpot; 1.274.689,70;   Jackpot;   720.710,80;        29;    12.426,00;       315;     3.431,90;     2.125;       169,50;    17.274;        41,70;    39.820;        18,00;   322.416;        10,00;   295.343;         5,00
09.06.2018; ;39;13;34;16;42;35;--;--;9;3214733;826418; 42.634.521,00;   Jackpot; 4.003.299,00;         2; 1.164.101,40;        63;    12.757,80;       432;     5.581,50;     3.052;       263,30;    27.234;        59,00;    62.462;        25,70;   569.848;        12,60;   502.746;         5,00
13.06.2018; ; 4;48; 3; 6;10;46;--;--;3;9193099;719071; 20.832.196,00;   Jackpot; 5.336.559,50;         3;   245.942,20;        28;    13.175,40;       313;     3.535,90;     2.356;       156,50;    18.961;        38,90;    45.695;        16,10;   358.176;         9,20;   340.914;         5,00
16.06.2018; ;46;40;19; 4;31;33;--;--;2;3831971;740325; 43.152.464,00;         1; 8.098.317,10;         5;   322.418,50;       144;     5.597,50;     1.399;     1.728,40;     5.005;       161,00;    51.431;        31,30;    79.717;        20,20;   802.754;         9,00;   538.709;         5,00
20.06.2018; ;22;31;33;36; 6;43;--;--;5;4835356;154879; 19.532.226,00;   Jackpot; 1.250.062,40;   Jackpot;   716.263,50;        36;     9.948,10;       326;     3.295,60;     2.057;       174,10;    15.339;        46,60;    35.725;        20,00;   280.894;        11,40;   270.683;         5,00
23.06.2018; ;25;49;29;48;17; 6;--;--;1;0678755;279867; 42.374.796,00;   Jackpot; 3.962.049,30;         2; 1.155.604,80;        65;    12.268,80;       617;     3.877,50;     3.545;       224,90;    37.781;        42,20;    67.863;        23,50;   716.231;        10,00;   505.190;         5,00
27.06.2018; ;37;46;13;35;45;17;--;--;3;3015750;784654; 21.502.235,00;   Jackpot; 5.338.192,30;   Jackpot;   795.124,40;        28;    14.198,60;       337;     3.539,10;     2.131;       186,50;    18.135;        43,80;    38.151;        20,80;   316.437;        11,30;   284.746;         5,00
30.06.2018; ;24;42;40;38;16;37;--;--;9;6375504;335786; 43.812.668,00;         1;10.578.109,70;        --;           --;        47;    17.455,10;       582;     4.228,80;     3.916;       209,40;    37.099;        44,20;    73.599;        22,20;   689.766;        10,70;   538.900;         5,00
04.07.2018; ;25; 1;37; 5;32;10;--;--;8;8856435;042903; 19.915.143,00;   Jackpot; 1.274.569,10;         1;   715.468,20;        40;     8.943,30;       329;     3.262,00;     2.294;       155,90;    19.593;        36,50;    41.631;        17,10;   357.934;         8,90;   305.664;         5,00
07.07.2018; ;36;25;13; 5;18; 2;--;--;2;5340029;924724; 42.530.753,00;   Jackpot; 3.996.537,20;         3;   528.863,40;        80;     9.916,10;       760;     3.131,40;     4.041;       196,30;    40.783;        38,90;    72.980;        21,70;   726.040;         9,80;   535.501;         5,00
11.07.2018; ;44;18; 3; 1;42;28;--;--;5;9544685;049074; 20.722.358,00;         1; 5.322.768,10;         3;   252.666,10;        23;    16.478,20;       301;     3.777,40;     1.659;       228,40;    14.552;        52,00;    35.241;        21,50;   294.055;        11,50;   290.993;         5,00
14.07.2018; ;49;48;41;40;47;30;--;--;0;9837373;374252; 42.346.704,00;   Jackpot; 2.710.189,00;         8;   205.646,70;       203;     4.052,10;     2.378;     1.037,70;     3.856;       213,30;    40.672;        40,40;    55.491;        29,60;   612.633;        12,00;   402.285;         5,00
18.07.2018; ;33; 5;14;19;41;22;--;--;1;9126392;469583; 23.342.792,00;   Jackpot; 4.204.127,60;         1;   882.297,20;        34;    12.974,90;       403;     3.283,90;     1.810;       243,70;    20.028;        44,00;    35.645;        24,70;   373.306;        10,60;   270.897;         5,00
21.07.2018; ; 7;29; 6;49; 1;20;--;--;5;2380349;218652; 42.614.177,00;         1; 6.931.434,90;         5;   307.289,60;       135;     5.690,50;       965;     2.388,20;     5.889;       130,40;    48.456;        31,70;    97.277;        15,70;   788.699;         8,70;   643.060;         5,00
25.07.2018; ; 8;41; 9;39;43;40;--;--;9;4956608;592454; 19.193.711,00;   Jackpot; 1.228.397,50;         2;   358.741,10;        26;    13.797,70;       287;     3.749,90;     1.551;       231,20;    13.887;        51,60;    29.496;        24,30;   272.199;        11,80;   238.727;         5,00
28.07.2018; ;35;11; 7;31;34;36;--;--;1;6673614;824596; 41.376.707,00;   Jackpot; 3.876.506,70;         1; 1.569.441,40;        57;    13.767,00;       482;     4.884,10;     3.263;       240,40;    35.508;        44,10;    60.002;        26,10;   658.933;        10,70;   469.166;         5,00
01.08.2018; ;46;25;22;45; 2;32;--;--;2;1102310;893007; 20.670.384,00;   Jackpot; 5.199.411,20;   Jackpot;   782.483,70;        15;    26.082,70;       206;     5.697,60;     1.556;       251,40;    13.840;        56,50;    29.646;        26,30;   286.829;        12,20;   237.490;         5,00
04.08.2018; ;36;25;29;30; 6;31;--;--;3;3835661;759124; 42.966.515,00;   Jackpot; 7.949.268,10;   Jackpot; 2.377.111,70;        56;    14.237,70;       339;     7.055,80;     2.887;       276,10;    24.113;        66,10;    64.502;        24,70;   561.752;        12,70;   557.424;         5,00
08.08.2018; ;11;49; 8;40;26;18;--;--;0;8101780;837463; 21.500.471,00;   Jackpot; 9.325.298,20;         2; 1.597.535,60;        31;    13.192,80;       316;     3.882,70;     1.751;       233,50;    19.734;        41,40;    31.834;        25,60;   376.291;         9,70;   238.922;         5,00
11.08.2018; ; 5; 8;47;46;10;36;--;--;8;1240056;754848; 44.210.829,00;   Jackpot;12.154.791,20;         1; 1.617.899,10;        67;    12.073,80;       445;     5.453,50;     3.319;       243,70;    26.606;        60,80;    74.136;        21,80;   585.226;        12,40;   619.386;         5,00
15.08.2018; ;13; 6;31;24;18;29;--;--;9;1160267;206341; 22.487.958,00;   Jackpot;13.594.020,50;         1;   834.635,40;        35;    11.923,30;       439;     2.851,80;     2.222;       187,80;    21.720;        38,40;    39.389;        21,10;   394.699;         9,50;   291.679;         5,00
18.08.2018; ; 1;14;46;42;34; 3;--;--;3;2288343;178988; 45.464.011,00;   Jackpot;16.503.717,20;         2;   850.616,60;        56;    15.189,50;       432;     5.907,00;     2.975;       285,90;    25.601;        66,40;    65.904;        25,80;   566.577;        13,50;   561.995;         5,00
22.08.2018; ; 7;15;16;26; 6;32;--;--;0;9490402;934920; 23.632.223,00;   Jackpot;18.016.179,40;         3;   300.890,30;        30;    15.044,50;       389;     3.480,70;     1.882;       239,80;    24.305;        37,10;    37.075;        24,30;   453.105;         8,90;   255.388;         5,00
25.08.2018; ;37;31; 8;16;15;20;--;--;2;6322004;055251; 47.186.226,00;   Jackpot;21.036.097,80;   Jackpot; 1.792.256,40;        51;    17.571,10;       526;     5.110,90;     3.238;       276,70;    32.408;        55,30;    66.803;        26,80;   666.338;        12,10;   530.126;         5,00
29.08.2018; ;21;24; 3;17;22;39;--;--;9;3746308;980115; 25.267.745,00;   Jackpot;22.653.233,40;         2; 1.366.090,50;        44;    10.680,90;       389;     3.624,30;     2.288;       205,40;    21.993;        42,70;    43.483;        21,60;   431.063;         9,80;   323.498;         5,00
01.09.2018; ;39;46; 4;12;38;21;--;--;1;6099701;674102; 49.774.951,00;   Jackpot;25.838.830,20;         4;   471.965,00;        65;    14.522,00;       766;     3.696,80;     3.584;       263,30;    40.326;        46,80;    71.501;        26,40;   768.003;        11,00;   564.655;         5,00
05.09.2018; ;37;15; 9;46;13; 3;--;--;4;6001195;980676; 31.875.681,00;         1;29.053.125,40;        --;           --;        52;    11.290,80;       432;     4.077,20;     3.190;       184,00;    29.552;        39,70;    58.263;        20,10;   531.739;         9,90;   431.056;         5,00
08.09.2018; ;44;23;29;27;30; 6;--;--;2;2674527;394624; 44.495.899,00;   Jackpot; 2.847.737,50;         2;   840.884,80;        31;    27.125,30;       453;     5.568,70;     2.978;       282,30;    32.669;        51,40;    64.340;        26,10;   664.313;        11,30;   516.503;         5,00
12.09.2018; ;13;28; 7;24;31;32;--;--;6;8512787;308928; 21.657.123,00;   Jackpot; 4.233.793,30;         1;   765.804,00;        59;     6.489,80;       370;     3.104,60;     2.844;       134,60;    21.504;        35,60;    49.917;        15,30;   387.595;         8,80;   356.893;         5,00
15.09.2018; ;27;39;26; 1;12;14;--;--;1;0335586;829388; 44.144.477,00;   Jackpot; 7.059.039,80;         4;   417.497,90;        46;    18.152,00;       586;     4.274,70;     3.501;       238,50;    35.453;        47,10;    66.061;        25,20;   693.273;        10,80;   509.415;         5,00
19.09.2018; ; 5; 8; 3;47;30;19;--;--;0;4760236;775694; 22.076.284,00;   Jackpot; 8.471.921,90;         6;   139.684,60;        61;     6.869,70;       746;     1.685,20;     2.666;       157,10;    31.139;        26,90;    39.203;        21,30;   463.209;         8,10;   248.836;         5,00
22.09.2018; ;17;37;41;33;42;47;--;--;0;8664535;609075; 44.695.824,00;   Jackpot;11.332.454,60;         3;   576.949,80;        90;     9.615,80;     1.168;     2.222,80;     4.777;       181,10;    58.829;        29,40;    70.668;        24,40;   897.861;         8,60;   435.777;         5,00
26.09.2018; ;18;36;44;10;38;25;--;--;3;2598205;659865; 23.114.572,00;   Jackpot;12.811.787,20;         2;   422.926,10;        55;     7.689,50;       400;     3.171,90;     2.251;       187,80;    19.508;        43,30;    41.455;        20,40;   355.081;        10,70;   323.886;         5,00
29.09.2018; ; 9; 5;19; 4;16;45;--;--;7;1912041;600429; 46.758.512,00;   Jackpot;15.804.331,90;         2;   806.018,30;       151;     5.337,80;     1.006;     2.403,60;     7.412;       108,70;    53.953;        29,80;   125.662;        12,80;   923.780;         7,80;   853.269;         5,00
03.10.2018; ;33;39; 9;30;29; 3;--;--;9;9783801;472472; 23.643.029,00;         1;17.317.485,70;         3;   288.483,00;        92;     4.703,50;       546;     2.377,60;     3.020;       143,20;    23.919;        36,10;    48.426;        17,80;   428.952;         9,00;   330.774;         5,00
06.10.2018; ;21;27;45; 2;33;26;--;--;3;9009100;553468; 43.242.219,00;   Jackpot; 2.767.502,00;   Jackpot; 1.600.435,70;        41;    19.517,50;       380;     6.317,50;     3.030;       264,00;    27.545;        58,10;    67.199;        23,80;   588.183;        12,20;   569.850;         5,00
10.10.2018; ;37;14;32;18; 1;45;--;--;0;6200230;752068; 21.291.403,00;   Jackpot; 4.130.151,70;         1; 2.425.241,30;        23;    17.930,50;       274;     4.515,30;     1.358;       303,60;    14.304;        57,60;    25.526;        32,30;   289.132;        12,80;   206.999;         5,00
13.10.2018; ; 3;36; 7; 9;27;11;--;--;7;6383139;413959; 43.786.889,00;         3; 2.310.837,50;        10;   148.135,40;       302;     2.452,50;     1.669;     1.331,30;    12.199;        60,70;    77.355;        19,10;   151.438;         9,70; 1.027.961;         6,40;   855.508;         5,00
17.10.2018; ; 7;35;20;36; 9;24;--;--;2;7666891;305592; 20.047.620,00;   Jackpot; 1.283.047,60;         4;   188.730,80;        47;     8.031,00;       426;     2.658,10;     1.729;       218,30;    18.048;        41,80;    31.575;        23,90;   323.927;        10,40;   238.306;         5,00
20.10.2018; ;47; 2;16;32;45;13;--;--;7;0090371;570186; 42.614.900,00;         1; 5.548.628,80;        --;           --;        97;     7.929,00;       899;     2.566,50;     4.751;       161,80;    36.045;        42,60;    84.146;        18,20;   632.489;        10,90;   639.564;         5,00
24.10.2018; ;41;24;37;32; 5;13;--;--;7;5714533;839143; 19.707.820,00;   Jackpot; 1.261.300,40;         3;   233.126,90;        92;     3.800,90;       604;     1.736,80;     3.229;       108,20;    23.462;        29,80;    46.688;        14,90;   346.753;         9,00;   319.760;         5,00
27.10.2018; ;30;35;47;40; 8;38;--;--;2;2987847;590616; 42.479.678,00;   Jackpot; 3.979.999,70;         1; 1.620.398,40;        33;    24.551,40;       403;     6.031,20;     2.607;       310,70;    27.581;        58,70;    56.964;        28,40;   571.119;        12,70;   463.431;         5,00
31.10.2018; ; 4;40;13;22;16; 6;--;--;5;2041387;117499; 21.291.501,00;         1; 5.342.655,70;         1;   761.377,90;        29;    13.127,20;       296;     3.858,30;     2.378;       160,00;    17.933;        42,40;    44.096;        17,20;   339.854;        10,00;   333.863;         5,00
03.11.2018; ;49;18;20; 6;28;42;--;--;1;4740883;071733; 42.774.080,00;   Jackpot; 2.737.541,10;         2;   812.202,10;        61;    13.314,70;       588;     4.143,80;     3.017;       269,20;    32.383;        50,10;    60.161;        27,00;   632.023;        11,50;   481.091;         5,00
07.11.2018; ;42;41;15;37; 4;31;--;--;4;8395596;897278; 20.823.377,00;         2; 2.035.118,60;         1;   779.348,20;        26;    14.987,40;       222;     5.265,80;     1.608;       242,30;    14.481;        53,80;    32.550;        23,90;   289.007;        12,10;   257.102;         5,00
10.11.2018; ; 3;13;14;40;29;41;--;--;7;2069052;328680; 42.620.590,00;   Jackpot; 2.727.717,70;         3;   513.205,00;        56;    13.746,50;       473;     4.882,50;     3.769;       204,20;    28.461;        54,00;    76.104;        20,20;   563.804;        12,20;   637.285;         5,00
14.11.2018; ;22; 9;31; 4;27;41;--;--;9;6420483;254010; 20.686.254,00;   Jackpot; 4.051.637,90;         2;   381.195,50;        58;     6.572,30;       556;     2.056,80;     2.519;       151,30;    23.218;        32,80;    39.944;        19,00;   375.508;         9,10;   279.059;         5,00
17.11.2018; ; 3;40;31;18; 6;39;--;--;5;6486299;256089; 43.437.750,00;   Jackpot; 6.831.653,90;         8;   192.122,90;       170;     4.520,50;     1.339;     1.721,70;     6.457;       119,00;    53.101;        28,90;   105.307;        14,50;   835.424;         8,20;   713.805;         5,00
21.11.2018; ;30;24;29;47;18;42;--;--;7;8481181;006756; 21.477.444,00;   Jackpot; 8.206.210,30;   Jackpot;   775.191,00;        29;    13.365,30;       206;     5.644,50;     2.052;       188,80;    14.158;        54,70;    40.843;        18,90;   291.202;        11,90;   322.451;         5,00
24.11.2018; ;20;37;15;45;14;40;--;--;1;7469537;997871; 44.436.762,00;   Jackpot;11.050.163,00;   Jackpot; 2.501.153,80;        39;    22.127,70;       373;     6.940,80;     2.455;       351,50;    25.261;        68,30;    49.648;        34,70;   526.815;        14,70;   422.960;         5,00
28.11.2018; ;31;49;48;28;26;23;--;--;0;3619752;795239; 22.770.508,00;   Jackpot;12.507.475,50;   Jackpot; 3.372.343,40;        38;    11.463,00;       307;     4.256,60;     1.531;       284,50;    17.828;        48,80;    31.285;        27,80;   360.517;        10,80;   243.209;         5,00
01.12.2018; ;23;46;31; 6; 8;27;--;--;2;0429210;101793; 47.040.389,00;         1;15.518.060,30;         5; 1.025.608,40;        77;    11.400,60;       862;     3.055,10;     4.396;       199,60;    44.057;        39,80;    79.760;        22,00;   794.285;         9,90;   590.524;         5,00
